Gravité de l'accident;Type d'accident;Mois de l'accident;Genre de route;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Accident avec blessés légers;Accident par tamponnement;Février;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;1
Accident avec blessés légers;Accident par tamponnement;Février;Route principale;156;129;110;123;110;129;125;80;83;88;91
Accident avec blessés légers;Accident par tamponnement;Février;Route secondaire;33;30;37;29;23;35;33;19;20;24;18
Accident avec blessés légers;Accident par tamponnement;Février;Semi-autoroute;2;5;1;3;2;4;1;3;5;5;6
Accident avec blessés légers;Accident par tamponnement;Février;Autre;1;1;0;0;0;0;0;1;0;2;1
Accident avec blessés légers;Accident par tamponnement;Mars;Autoroute;66;94;99;78;92;85;30;60;60;69;58
Accident avec blessés légers;Accident par tamponnement;Mars;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident par tamponnement;Mars;Route principale;185;170;174;191;137;135;93;139;119;120;122
Accident avec blessés légers;Accident par tamponnement;Mars;Route secondaire;60;55;43;43;33;48;24;38;48;30;34
Accident avec blessés légers;Accident par tamponnement;Mars;Semi-autoroute;2;2;4;4;4;2;3;2;3;3;3
Accident avec blessés légers;Accident par tamponnement;Mars;Autre;0;2;0;2;0;0;0;1;1;0;1
Accident avec blessés légers;Accident par tamponnement;Avril;Autoroute;69;83;65;64;75;70;16;59;81;57;56
Accident avec blessés légers;Accident par tamponnement;Avril;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident par tamponnement;Avril;Route principale;172;197;163;181;169;137;77;145;119;105;120
Accident avec blessés légers;Accident par tamponnement;Avril;Route secondaire;52;52;53;41;44;39;25;43;31;37;32
Accident avec blessés légers;Accident par tamponnement;Avril;Semi-autoroute;3;5;3;6;6;9;2;3;3;5;3
Accident avec blessés légers;Accident par tamponnement;Avril;Autre;0;1;1;1;0;0;1;1;0;1;0
Accident avec blessés légers;Accident par tamponnement;Mai;Autoroute;62;58;84;66;63;85;36;43;81;54;48
Accident avec blessés légers;Accident par tamponnement;Mai;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident par tamponnement;Mai;Route principale;204;162;173;169;164;154;154;144;161;120;123
Accident avec blessés légers;Accident par tamponnement;Mai;Route secondaire;53;46;46;60;50;56;38;49;55;45;50
Accident avec blessés légers;Accident par tamponnement;Mai;Semi-autoroute;9;3;6;7;1;3;1;4;4;4;6
Accident avec blessés légers;Accident par tamponnement;Mai;Autre;2;1;3;2;1;0;0;1;3;1;1
Accident avec blessés légers;Accident par tamponnement;Juin;Autoroute;73;65;76;67;90;82;49;57;81;54;58
Accident avec blessés légers;Accident par tamponnement;Juin;Installation annexe sur autoroute;0;1;1;0;0;0;0;0;0;1;0
Accident avec blessés légers;Accident par tamponnement;Juin;Route principale;209;217;200;200;202;191;172;167;173;126;136
Accident avec blessés légers;Accident par tamponnement;Juin;Route secondaire;65;68;54;55;61;39;53;54;48;48;48
Accident avec blessés légers;Accident par tamponnement;Juin;Semi-autoroute;4;1;5;3;5;3;4;6;8;7;3
Accident avec blessés légers;Accident par tamponnement;Juin;Autre;2;3;1;1;2;1;0;2;0;0;0
Accident avec blessés légers;Accident par tamponnement;Juillet;Autoroute;60;48;64;72;60;57;49;62;42;37;41
Accident avec blessés légers;Accident par tamponnement;Juillet;Installation annexe sur autoroute;0;0;1;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident par tamponnement;Juillet;Route principale;153;172;183;142;142;145;162;139;127;99;120
Accident avec blessés légers;Accident par tamponnement;Juillet;Route secondaire;35;46;56;39;38;45;48;40;39;40;30
Accident avec blessés légers;Accident par tamponnement;Juillet;Semi-autoroute;4;3;9;3;7;7;5;4;4;6;2
Accident avec blessés légers;Accident par tamponnement;Juillet;Autre;0;0;0;1;1;0;3;0;3;0;0
Accident avec blessés légers;Accident par tamponnement;Août;Autoroute;83;65;93;74;69;68;59;76;60;67;66
Accident avec blessés légers;Accident par tamponnement;Août;Installation annexe sur autoroute;0;0;0;1;0;0;0;0;0;0;0
Accident avec blessés légers;Accident par tamponnement;Août;Route principale;142;172;181;164;181;166;162;153;142;121;132
Accident avec blessés légers;Accident par tamponnement;Août;Route secondaire;46;49;49;38;47;39;40;34;35;42;34
Accident avec blessés légers;Accident par tamponnement;Août;Semi-autoroute;8;2;4;7;5;3;8;4;5;4;4
Accident avec blessés légers;Accident par tamponnement;Août;Autre;0;1;3;1;1;0;2;2;2;0;1
Accident avec blessés légers;Accident par tamponnement;Septembre;Autoroute;89;78;86;61;88;81;69;84;80;74;76
Accident avec blessés légers;Accident par tamponnement;Septembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident par tamponnement;Septembre;Route principale;203;180;194;181;194;167;169;173;158;150;121
Accident avec blessés légers;Accident par tamponnement;Septembre;Route secondaire;58;55;56;40;50;49;53;52;42;48;29
Accident avec blessés légers;Accident par tamponnement;Septembre;Semi-autoroute;4;4;5;14;3;10;8;5;2;2;2
Accident avec blessés légers;Accident par tamponnement;Septembre;Autre;1;0;3;0;0;1;2;1;1;1;2
Accident avec blessés légers;Accident par tamponnement;Octobre;Autoroute;97;71;94;104;102;88;47;80;78;91;71
Accident avec blessés légers;Accident par tamponnement;Octobre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident par tamponnement;Octobre;Route principale;196;177;179;185;172;159;152;139;142;139;139
Accident avec blessés légers;Accident par tamponnement;Octobre;Route secondaire;47;36;43;46;43;43;54;38;38;39;39
Accident avec blessés légers;Accident par tamponnement;Octobre;Semi-autoroute;1;5;4;5;5;6;3;5;6;10;5
Accident avec blessés légers;Accident par tamponnement;Octobre;Autre;1;1;1;0;0;0;0;1;3;2;1
Accident avec blessés légers;Accident par tamponnement;Novembre;Autoroute;77;86;101;106;95;96;52;105;79;82;77
Accident avec blessés légers;Accident par tamponnement;Novembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;1;0;0;0
Accident avec blessés légers;Accident par tamponnement;Novembre;Route principale;170;156;166;156;159;157;141;147;132;121;123
Accident avec blessés légers;Accident par tamponnement;Novembre;Route secondaire;46;43;52;47;36;46;29;23;36;35;36
Accident avec blessés légers;Accident par tamponnement;Novembre;Semi-autoroute;7;5;5;3;9;9;3;10;7;7;5
Accident avec blessés légers;Accident par tamponnement;Novembre;Autre;0;0;2;2;0;1;1;1;2;2;0
Accident avec blessés légers;Accident par tamponnement;Décembre;Autoroute;68;58;87;64;83;70;49;70;72;62;54
Accident avec blessés légers;Accident par tamponnement;Décembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident par tamponnement;Décembre;Route principale;153;135;121;116;121;112;113;93;108;92;71
Accident avec blessés légers;Accident par tamponnement;Décembre;Route secondaire;49;38;35;21;36;36;27;21;34;20;16
Accident avec blessés légers;Accident par tamponnement;Décembre;Semi-autoroute;1;6;1;7;2;6;2;1;5;1;3
Accident avec blessés légers;Accident par tamponnement;Décembre;Autre;0;2;2;0;0;0;2;0;1;0;0
Accident avec blessés légers;Accident lors du changement de direction;Janvier;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Janvier;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Janvier;Route principale;39;37;36;39;43;32;42;32;39;34;38
Accident avec blessés légers;Accident lors du changement de direction;Janvier;Route secondaire;23;8;21;15;24;15;21;9;18;14;23
Accident avec blessés légers;Accident lors du changement de direction;Janvier;Semi-autoroute;0;0;0;0;0;1;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Janvier;Autre;0;0;0;0;0;0;0;0;0;1;0
Accident avec blessés légers;Accident lors du changement de direction;Février;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Février;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Février;Route principale;45;27;28;36;37;35;38;31;43;45;51
Accident avec blessés légers;Accident lors du changement de direction;Février;Route secondaire;17;14;26;17;14;23;22;22;25;23;26
Accident avec blessés légers;Accident lors du changement de direction;Février;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Février;Autre;1;0;0;0;0;0;0;2;0;1;1
Accident avec blessés légers;Accident lors du changement de direction;Mars;Autoroute;0;0;1;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Mars;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Mars;Route principale;61;56;39;77;40;43;34;50;61;49;64
Accident avec blessés légers;Accident lors du changement de direction;Mars;Route secondaire;36;30;30;38;18;19;18;27;38;23;37
Accident avec blessés légers;Accident lors du changement de direction;Mars;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Mars;Autre;0;0;0;1;0;0;0;1;0;1;1
Accident avec blessés légers;Accident lors du changement de direction;Avril;Autoroute;1;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Avril;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Avril;Route principale;64;65;59;61;59;55;43;49;61;41;51
Accident avec blessés légers;Accident lors du changement de direction;Avril;Route secondaire;36;25;31;24;34;23;25;30;29;19;20
Accident avec blessés légers;Accident lors du changement de direction;Avril;Semi-autoroute;1;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Avril;Autre;2;0;0;1;1;0;0;1;0;1;1
Accident avec blessés légers;Accident lors du changement de direction;Mai;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Mai;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Mai;Route principale;63;62;66;74;75;64;73;63;88;70;60
Accident avec blessés légers;Accident lors du changement de direction;Mai;Route secondaire;31;42;32;39;32;31;28;31;42;43;30
Accident avec blessés légers;Accident lors du changement de direction;Mai;Semi-autoroute;0;0;0;0;0;0;1;0;1;0;0
Accident avec blessés légers;Accident lors du changement de direction;Mai;Autre;1;0;1;1;0;0;0;1;1;2;0
Accident avec blessés légers;Accident lors du changement de direction;Juin;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Juin;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Juin;Route principale;78;90;72;94;80;75;74;71;93;78;72
Accident avec blessés légers;Accident lors du changement de direction;Juin;Route secondaire;40;37;31;57;47;55;26;50;51;45;37
Accident avec blessés légers;Accident lors du changement de direction;Juin;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Juin;Autre;1;1;0;0;0;0;1;0;1;0;0
Accident avec blessés légers;Accident lors du changement de direction;Juillet;Autoroute;0;0;0;1;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Juillet;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Juillet;Route principale;61;97;87;53;63;82;70;61;63;58;44
Accident avec blessés légers;Accident lors du changement de direction;Juillet;Route secondaire;37;50;49;31;30;36;41;24;28;40;42
Accident avec blessés légers;Accident lors du changement de direction;Juillet;Semi-autoroute;0;0;0;1;0;0;0;0;2;0;0
Accident avec blessés légers;Accident lors du changement de direction;Juillet;Autre;0;0;1;0;0;0;0;1;0;1;2
Accident avec blessés légers;Accident lors du changement de direction;Août;Autoroute;1;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Août;Installation annexe sur autoroute;0;0;0;1;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Août;Route principale;71;91;71;84;87;74;68;65;73;58;67
Accident avec blessés légers;Accident lors du changement de direction;Août;Route secondaire;27;44;44;32;43;30;37;33;42;34;40
Accident avec blessés légers;Accident lors du changement de direction;Août;Semi-autoroute;0;1;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Août;Autre;1;0;0;0;2;0;0;1;0;0;2
Accident avec blessés légers;Accident lors du changement de direction;Septembre;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Septembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Septembre;Route principale;79;81;69;77;60;69;75;102;79;83;72
Accident avec blessés légers;Accident lors du changement de direction;Septembre;Route secondaire;45;29;42;35;46;47;46;42;34;56;48
Accident avec blessés légers;Accident lors du changement de direction;Septembre;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Septembre;Autre;1;1;1;3;0;0;1;0;0;1;1
Accident avec blessés légers;Accident lors du changement de direction;Octobre;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Octobre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Octobre;Route principale;62;66;51;77;74;57;53;79;78;69;66
Accident avec blessés légers;Accident lors du changement de direction;Octobre;Route secondaire;37;26;29;42;41;33;28;33;25;44;25
Accident avec blessés légers;Accident lors du changement de direction;Octobre;Semi-autoroute;0;0;0;0;0;0;0;1;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Octobre;Autre;0;0;0;0;0;0;0;0;1;0;0
Accident avec blessés légers;Accident lors du changement de direction;Novembre;Autoroute;0;0;0;1;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Novembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Novembre;Route principale;70;59;50;72;57;72;53;47;57;56;65
Accident avec blessés légers;Accident lors du changement de direction;Novembre;Route secondaire;35;30;26;28;23;20;29;25;29;28;36
Accident avec blessés légers;Accident lors du changement de direction;Novembre;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Novembre;Autre;0;0;0;1;0;1;1;1;0;0;1
Accident avec blessés légers;Accident lors du changement de direction;Décembre;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Décembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Décembre;Route principale;44;51;45;45;51;34;28;49;38;41;37
Accident avec blessés légers;Accident lors du changement de direction;Décembre;Route secondaire;24;37;24;17;21;20;18;15;22;13;25
Accident avec blessés légers;Accident lors du changement de direction;Décembre;Semi-autoroute;0;0;0;0;1;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du changement de direction;Décembre;Autre;0;1;0;0;0;0;0;0;0;0;1
Accident avec blessés légers;Accident lors du retour à droite;Janvier;Autoroute;1;0;0;1;0;1;0;0;0;0;0
Accident avec blessés légers;Accident lors du retour à droite;Janvier;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du retour à droite;Janvier;Route principale;84;78;64;59;64;55;73;45;46;57;82
Accident avec blessés légers;Accident lors du retour à droite;Janvier;Route secondaire;41;34;41;18;47;36;47;23;28;30;25
Accident avec blessés légers;Accident lors du retour à droite;Janvier;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du retour à droite;Janvier;Autre;0;1;0;0;2;0;2;0;0;0;0
Accident avec blessés légers;Accident lors du retour à droite;Février;Autoroute;1;1;0;0;0;0;0;0;2;0;0
Accident avec blessés légers;Accident lors du retour à droite;Février;Installation annexe sur autoroute;0;0;0;0;1;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du retour à droite;Février;Route principale;62;66;82;69;51;78;78;61;58;76;65
Accident avec blessés légers;Accident lors du retour à droite;Février;Route secondaire;31;29;42;26;30;33;36;26;31;31;59
Accident avec blessés légers;Accident lors du retour à droite;Février;Semi-autoroute;1;0;0;0;0;0;0;0;0;0;1
Accident avec blessés légers;Accident lors du retour à droite;Février;Autre;2;0;0;1;1;0;0;0;2;0;2
Accident avec blessés légers;Accident lors du retour à droite;Mars;Autoroute;1;1;1;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du retour à droite;Mars;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du retour à droite;Mars;Route principale;89;77;72;95;82;97;72;83;91;92;83
Accident avec blessés légers;Accident lors du retour à droite;Mars;Route secondaire;60;51;38;63;44;47;36;47;53;36;53
Accident avec blessés légers;Accident lors du retour à droite;Mars;Semi-autoroute;0;0;0;0;0;0;1;0;1;0;0
Accident avec blessés légers;Accident lors du retour à droite;Mars;Autre;2;2;2;0;0;1;0;0;3;1;0
Accident avec blessés légers;Accident lors du retour à droite;Avril;Autoroute;0;1;1;0;0;2;0;0;1;0;0
Accident avec blessés légers;Accident lors du retour à droite;Avril;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du retour à droite;Avril;Route principale;102;100;106;104;113;87;86;84;100;86;87
Accident avec blessés légers;Accident lors du retour à droite;Avril;Route secondaire;50;51;64;42;64;50;36;35;38;52;65
Accident avec blessés légers;Accident lors du retour à droite;Avril;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du retour à droite;Avril;Autre;1;0;0;0;1;5;0;2;0;1;1
Accident avec blessés légers;Accident lors du retour à droite;Mai;Autoroute;1;1;1;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du retour à droite;Mai;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du retour à droite;Mai;Route principale;93;102;101;109;110;93;93;99;115;130;100
Accident avec blessés légers;Accident lors du retour à droite;Mai;Route secondaire;68;54;75;68;60;62;60;39;61;76;66
Accident avec blessés légers;Accident lors du retour à droite;Mai;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;1
Accident avec blessés légers;Accident lors du retour à droite;Mai;Autre;3;2;1;0;1;1;4;3;3;3;4
Accident avec blessés légers;Accident lors du retour à droite;Juin;Autoroute;0;0;0;1;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du retour à droite;Juin;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du retour à droite;Juin;Route principale;121;109;114;115;133;117;103;117;140;133;114
Accident avec blessés légers;Accident lors du retour à droite;Juin;Route secondaire;80;72;72;77;78;69;59;73;87;78;62
Accident avec blessés légers;Accident lors du retour à droite;Juin;Semi-autoroute;0;0;0;0;1;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du retour à droite;Juin;Autre;1;3;1;4;3;1;1;4;3;3;2
Accident avec blessés légers;Accident lors du retour à droite;Juillet;Autoroute;0;0;0;0;0;0;0;0;1;0;0
Accident avec blessés légers;Accident lors du retour à droite;Juillet;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du retour à droite;Juillet;Route principale;97;112;99;97;108;111;98;100;98;120;105
Accident avec blessés légers;Accident lors du retour à droite;Juillet;Route secondaire;42;66;61;68;53;56;57;41;58;50;51
Accident avec blessés légers;Accident lors du retour à droite;Juillet;Semi-autoroute;1;0;0;0;1;0;0;0;1;1;0
Accident avec blessés légers;Accident lors du retour à droite;Juillet;Autre;2;1;1;2;0;0;3;0;1;3;0
Accident avec blessés légers;Accident lors du retour à droite;Août;Autoroute;0;1;0;1;0;0;0;0;0;0;1
Accident avec blessés légers;Accident lors du retour à droite;Août;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du retour à droite;Août;Route principale;80;90;121;102;110;104;107;82;101;106;104
Accident avec blessés légers;Accident lors du retour à droite;Août;Route secondaire;48;50;70;73;51;70;55;59;53;54;49
Accident avec blessés légers;Accident lors du retour à droite;Août;Semi-autoroute;0;0;0;1;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du retour à droite;Août;Autre;0;3;1;1;1;2;1;2;1;3;4
Accident avec blessés légers;Accident lors du retour à droite;Septembre;Autoroute;0;0;0;0;0;0;0;1;0;0;1
Accident avec blessés légers;Accident lors du retour à droite;Septembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du retour à droite;Septembre;Route principale;98;97;113;133;101;97;136;122;113;131;116
Accident avec blessés légers;Accident lors du retour à droite;Septembre;Route secondaire;72;49;65;60;76;71;62;49;50;65;43
Accident avec blessés légers;Accident lors du retour à droite;Septembre;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du retour à droite;Septembre;Autre;1;1;3;1;1;1;1;2;2;1;2
Accident avec blessés légers;Accident lors du retour à droite;Octobre;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du retour à droite;Octobre;Installation annexe sur autoroute;0;0;0;0;0;1;0;0;0;0;0
Accident avec blessés légers;Accident lors du retour à droite;Octobre;Route principale;108;99;92;121;108;119;106;107;115;122;103
Accident avec blessés légers;Accident lors du retour à droite;Octobre;Route secondaire;60;48;51;59;48;68;42;62;55;62;55
Accident avec blessés légers;Accident lors du retour à droite;Octobre;Semi-autoroute;1;0;0;0;0;1;0;0;1;1;0
Accident avec blessés légers;Accident lors du retour à droite;Octobre;Autre;0;7;0;1;0;1;1;1;3;3;0
Accident avec blessés légers;Accident lors du retour à droite;Novembre;Autoroute;1;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du retour à droite;Novembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du retour à droite;Novembre;Route principale;95;101;116;101;100;97;100;96;109;107;76
Accident avec blessés légers;Accident lors du retour à droite;Novembre;Route secondaire;46;61;45;54;48;52;46;54;58;42;58
Accident avec blessés légers;Accident lors du retour à droite;Novembre;Semi-autoroute;0;0;0;0;0;0;1;0;0;0;0
Accident avec blessés légers;Accident lors du retour à droite;Novembre;Autre;0;5;0;1;1;3;2;2;0;0;1
Accident avec blessés légers;Accident lors du retour à droite;Décembre;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du retour à droite;Décembre;Installation annexe sur autoroute;0;0;0;0;0;1;0;0;1;0;0
Accident avec blessés légers;Accident lors du retour à droite;Décembre;Route principale;68;96;78;71;91;76;68;83;67;75;64
Accident avec blessés légers;Accident lors du retour à droite;Décembre;Route secondaire;41;37;39;30;30;50;33;29;25;40;23
Accident avec blessés légers;Accident lors du retour à droite;Décembre;Semi-autoroute;0;0;0;0;1;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du retour à droite;Décembre;Autre;0;1;2;0;1;1;0;0;0;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Janvier;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Janvier;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Janvier;Route principale;16;18;31;13;25;20;23;21;17;12;16
Accident avec blessés légers;Accident lors d'une traversée d'une route;Janvier;Route secondaire;19;19;29;27;23;27;11;15;13;16;20
Accident avec blessés légers;Accident lors d'une traversée d'une route;Janvier;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Janvier;Autre;1;0;0;0;0;0;1;1;0;2;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Février;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Février;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Février;Route principale;22;24;20;20;17;18;19;13;17;17;20
Accident avec blessés légers;Accident lors d'une traversée d'une route;Février;Route secondaire;24;16;19;16;18;17;16;17;23;16;26
Accident avec blessés légers;Accident lors d'une traversée d'une route;Février;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Février;Autre;1;1;0;1;0;0;1;1;1;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Mars;Autoroute;0;0;0;0;1;0;0;0;0;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Mars;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;1;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Mars;Route principale;15;22;22;20;18;25;14;23;23;24;18
Accident avec blessés légers;Accident lors d'une traversée d'une route;Mars;Route secondaire;21;24;22;32;23;16;19;18;35;29;28
Accident avec blessés légers;Accident lors d'une traversée d'une route;Mars;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Mars;Autre;0;0;2;0;1;0;0;1;0;1;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Avril;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Avril;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Avril;Route principale;23;24;31;34;24;26;13;22;18;21;24
Accident avec blessés légers;Accident lors d'une traversée d'une route;Avril;Route secondaire;32;39;36;24;29;27;17;27;33;15;24
Accident avec blessés légers;Accident lors d'une traversée d'une route;Avril;Semi-autoroute;0;1;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Avril;Autre;1;2;1;0;1;0;0;0;0;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Mai;Autoroute;0;0;0;0;0;0;0;0;0;0;1
Accident avec blessés légers;Accident lors d'une traversée d'une route;Mai;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Mai;Route principale;35;30;33;30;25;26;23;39;33;30;27
Accident avec blessés légers;Accident lors d'une traversée d'une route;Mai;Route secondaire;35;39;41;35;50;39;22;34;52;48;38
Accident avec blessés légers;Accident lors d'une traversée d'une route;Mai;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Mai;Autre;2;1;1;1;0;0;1;2;1;4;1
Accident avec blessés légers;Accident lors d'une traversée d'une route;Juin;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Juin;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Juin;Route principale;30;45;29;40;45;42;37;37;38;40;25
Accident avec blessés légers;Accident lors d'une traversée d'une route;Juin;Route secondaire;50;52;53;43;42;41;46;46;49;56;39
Accident avec blessés légers;Accident lors d'une traversée d'une route;Juin;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Juin;Autre;3;0;2;2;2;1;1;1;1;1;2
